28.68692,-80.73177,320.4,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.9,2.8,NUnknown City,Florida,United States of America
28.68742,-80.73615,302.6,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.1,2.5,NUnknown City,Florida,United States of America
28.68643,-80.7274,305.7,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,288.8,2.8,NUnknown City,Florida,United States of America
28.68469,-80.7499,318.3,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,289.5,2.5,NUnknown City,Florida,United States of America
28.68321,-80.73675,303.4,0.4,0.5,4/22/17,636,N,nominal,1.0NRT,288.3,1.6,NUnknown City,Florida,United States of America
28.29619,-80.71125,333.4,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,290.8,3.4,NUnknown City,Florida,United States of America
28.29201,-80.71186,306.3,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,290.2,1.5,NUnknown City,Florida,United States of America
27.80745,-81.32973,306.6,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,289.8,1.2,NUnknown City,Florida,United States of America
27.80555,-81.35343,301.3,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,289.5,1.3,NUnknown City,Florida,United States of America
27.80507,-81.34881,301.4,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,290,1.6,NUnknown City,Florida,United States of America
27.80458,-81.34419,313.5,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,291.4,1.6,NUnknown City,Florida,United States of America
27.8041,-81.33956,302.4,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,289.4,1.7,NUnknown City,Florida,United States of America
27.80361,-81.33494,299,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,288.7,1.7,NWinter Haven,Florida,United States of America
27.80313,-81.33033,301.6,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,289.9,1.2,NUnknown City,Florida,United States of America
27.31012,-81.5405,295.4,0.5,0.5,4/22/17,642,N,nominal,1.0NRT,278.6,0.6,NUnknown City,Florida,United States of America
27.29611,-81.53304,305,0.5,0.5,4/22/17,642,N,nominal,1.0NRT,280.2,2.2,NUnknown City,Florida,United States of America
27.29562,-81.52841,312,0.5,0.5,4/22/17,642,N,nominal,1.0NRT,282.1,2.6,NUnknown City,Florida,United States of America
27.28189,-81.49493,297.2,0.5,0.5,4/22/17,642,N,nominal,1.0NRT,278.5,0.8,NUnknown City,Florida,United States of America
27.06044,-80.97173,329.4,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,288.6,1.2,NUnknown City,Florida,United States of America
27.05996,-80.96747,298.3,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,285.8,1.2,NUnknown City,Florida,United States of America
27.05626,-80.97232,302.8,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,285.9,0.7,NUnknown City,Florida,United States of America
27.05578,-80.96807,302.2,0.4,0.5,4/22/17,642,N,nominal,1.0NRT,286.7,0.7,NUnknown City,Florida,United States of America
26.64814,-77.91334,312,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,290.8,12.6,NEast Grand Bahama,Unknown State,The Bahamas
26.64755,-77.90891,307.7,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,287.4,10.8,NEast Grand Bahama,Unknown State,The Bahamas
26.64695,-77.9045,301.3,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,286.1,10.8,NEast Grand Bahama,Unknown State,The Bahamas
26.64698,-77.93166,323.9,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,288.4,2,NEast Grand Bahama,Unknown State,The Bahamas
26.6452,-77.91836,334.4,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,294.5,12.6,NEast Grand Bahama,Unknown State,The Bahamas
26.64461,-77.91393,367,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,303.5,12.6,NEast Grand Bahama,Unknown State,The Bahamas
26.64402,-77.90952,355,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,300.1,10.8,NEast Grand Bahama,Unknown State,The Bahamas
26.64342,-77.9051,349.5,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,291.9,10.8,NEast Grand Bahama,Unknown State,The Bahamas
26.64223,-77.89626,346.4,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,291.4,3.9,NEast Grand Bahama,Unknown State,The Bahamas
26.64817,-77.94051,310.4,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,285.9,1.3,NEast Grand Bahama,Unknown State,The Bahamas
26.64758,-77.93607,310.2,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,286.5,2,NEast Grand Bahama,Unknown State,The Bahamas
26.6458,-77.92279,306.5,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,292.5,1.9,NEast Grand Bahama,Unknown State,The Bahamas
26.64283,-77.90068,317.1,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,287.6,3.9,NEast Grand Bahama,Unknown State,The Bahamas
26.63989,-77.90569,323.4,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,288.9,1.6,NEast Grand Bahama,Unknown State,The Bahamas
26.6393,-77.90128,330.9,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,291.2,6.7,NEast Grand Bahama,Unknown State,The Bahamas
26.63871,-77.89686,367,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,296.9,6.7,NEast Grand Bahama,Unknown State,The Bahamas
26.64227,-77.92339,317.6,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,292.7,2.4,NEast Grand Bahama,Unknown State,The Bahamas
26.64167,-77.91896,312.6,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,291.4,2.3,NEast Grand Bahama,Unknown State,The Bahamas
26.64108,-77.91454,315,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,289.4,2.3,NEast Grand Bahama,Unknown State,The Bahamas
26.64048,-77.91012,317.7,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,286.9,1.6,NEast Grand Bahama,Unknown State,The Bahamas
26.63873,-77.92399,321.6,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,293.3,2.4,NEast Grand Bahama,Unknown State,The Bahamas
26.63814,-77.91956,328.1,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,293.8,2.3,NEast Grand Bahama,Unknown State,The Bahamas
26.63755,-77.91514,330.6,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,289.2,2.3,NEast Grand Bahama,Unknown State,The Bahamas
26.63695,-77.91071,300.7,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,282.7,1.6,NEast Grand Bahama,Unknown State,The Bahamas
26.63636,-77.9063,307.9,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,285.8,1.6,NEast Grand Bahama,Unknown State,The Bahamas
26.63577,-77.90187,312.3,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,290.5,6.7,NEast Grand Bahama,Unknown State,The Bahamas
26.63461,-77.92017,307.3,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,291.4,1.7,NEast Grand Bahama,Unknown State,The Bahamas
26.63402,-77.91575,318.6,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,288.2,1.7,NEast Grand Bahama,Unknown State,The Bahamas
26.62274,-78.45258,302.2,0.5,0.4,4/22/17,642,N,nominal,1.0NRT,289.6,0.8,NWest Grand Bahama,Unknown State,The Bahamas
26.38068,-77.13022,320.3,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,290.1,1.6,NSouth Abaco,Unknown State,The Bahamas
26.57599,-78.5479,309.7,0.5,0.4,4/22/17,642,N,nominal,1.0NRT,291.8,1.4,NWest Grand Bahama,Unknown State,The Bahamas
26.57174,-78.54382,311.1,0.5,0.4,4/22/17,642,N,nominal,1.0NRT,291.8,1.4,NWest Grand Bahama,Unknown State,The Bahamas
26.57112,-78.53913,314.9,0.5,0.4,4/22/17,642,N,nominal,1.0NRT,291.9,1.4,NWest Grand Bahama,Unknown State,The Bahamas
26.5386,-78.63089,306.9,0.5,0.4,4/22/17,642,N,nominal,1.0NRT,291.2,1.5,NWest Grand Bahama,Unknown State,The Bahamas
26.53798,-78.62617,316.6,0.5,0.4,4/22/17,642,N,nominal,1.0NRT,291.4,1.5,NWest Grand Bahama,Unknown State,The Bahamas
26.93975,-82.20635,301.6,0.5,0.5,4/22/17,642,N,nominal,1.0NRT,289.9,1,NUnknown City,Florida,United States of America
26.235,-77.16278,303.4,0.4,0.4,4/22/17,642,N,nominal,1.0NRT,288.2,0.6,NSouth Abaco,Unknown State,The Bahamas
